Section,Section ID,Trade Value,Year
"""Paper Goods""",10,12605374.501996573,2018
"""Textiles""",11,13065002267.623762,2018
"""Footwear and Headwear""",12,2167038830.767696,2018
"""Stone And Glass""",13,1397170.0342997103,2018
"""Precious Metals""",14,59397538.0,2018
"""Metals""",15,360195874.35560584,2018
"""Machines""",16,595024361.9947686,2018
"""Transportation""",17,482633175.7149157,2018
"""Instruments""",18,94857333.15829773,2018
"""Weapons""",19,14794.0,2018
"""Miscellaneous""",20,207897101.1961367,2018
"""Arts and Antiques""",21,569309.0,2018
