Section,Section ID,Trade Value,Year
"""Foodstuffs""",4,2676393098.664609,2018
"""Mineral Products""",5,3396069050.081769,2018
"""Chemical Products""",6,1747827916.8934934,2018
"""Plastics and Rubbers""",7,1436912323.9495988,2018
"""Animal Hides""",8,821093242.0836084,2018
"""Wood Products""",9,1174942644.1957438,2018
"""Paper Goods""",10,338368737.1162827,2018
"""Textiles""",11,2081417239.751125,2018
"""Footwear and Headwear""",12,343056678.0779796,2018
"""Stone And Glass""",13,213042121.801808,2018
"""Precious Metals""",14,2599005083.2028575,2018
"""Metals""",15,3564633127.9475403,2018
"""Machines""",16,65172329794.67058,2018
"""Transportation""",17,1742692237.7968435,2018
"""Instruments""",18,3350853831.127009,2018
"""Weapons""",19,55484595.078075424,2018
"""Miscellaneous""",20,1038011707.4228425,2018
"""Arts and Antiques""",21,28707981.930210233,2018
