Section,Section ID,Trade Value,Year
"""Animal Products""",1,4051112.7966097994,2015
"""Vegetable Products""",2,1256821.6792871999,2015
"""Animal and Vegetable Bi-Products""",3,73565.338043,2015
"""Foodstuffs""",4,3405963.8221555,2015
"""Mineral Products""",5,5849520429.604215,2015
"""Chemical Products""",6,141854774.51833326,2015
"""Plastics and Rubbers""",7,5954044.601363501,2015
"""Animal Hides""",8,1131418.5161818,2015
"""Wood Products""",9,2720370.3938018004,2015
"""Paper Goods""",10,3718958.0388212996,2015
"""Textiles""",11,16019643.5947574,2015
"""Footwear and Headwear""",12,423744.817182,2015
"""Stone And Glass""",13,2080035.9488872,2015
"""Precious Metals""",14,64593991.357329994,2015
"""Metals""",15,53280599.087033205,2015
"""Machines""",16,104999603.29431273,2015
"""Transportation""",17,64496854.5516193,2015
"""Instruments""",18,21443798.907663304,2015
"""Weapons""",19,283899.0,2015
"""Miscellaneous""",20,1638530.1138088,2015
"""Arts and Antiques""",21,1457429.0,2015
"""Animal Products""",1,4646228.199740301,2016
"""Vegetable Products""",2,1830468.1603392004,2016
"""Animal and Vegetable Bi-Products""",3,136919.628403,2016
"""Foodstuffs""",4,3146569.7679072,2016
"""Mineral Products""",5,4379709274.473193,2016
"""Chemical Products""",6,151152223.2535525,2016
"""Plastics and Rubbers""",7,4871196.3877254,2016
"""Animal Hides""",8,2821598.253987,2016
"""Wood Products""",9,2340726.9832191,2016
"""Paper Goods""",10,3315002.9517378,2016
"""Textiles""",11,12327439.5741398,2016
"""Footwear and Headwear""",12,280290.4236914,2016
"""Stone And Glass""",13,1782693.682427,2016
"""Precious Metals""",14,44000409.53090999,2016
"""Metals""",15,35604112.5644778,2016
"""Machines""",16,129774473.37358502,2016
"""Transportation""",17,58005646.414928,2016
"""Instruments""",18,16940803.357310403,2016
"""Miscellaneous""",20,4009530.1871253997,2016
"""Arts and Antiques""",21,195917.724234,2016
"""Animal Products""",1,7141119.308728599,2017
"""Vegetable Products""",2,2130977.0884908,2017
"""Animal and Vegetable Bi-Products""",3,188923.9786377,2017
"""Foodstuffs""",4,4655091.9368805,2017
"""Mineral Products""",5,5116670888.748029,2017
"""Chemical Products""",6,215148784.48647234,2017
"""Plastics and Rubbers""",7,4818006.656867199,2017
"""Animal Hides""",8,1177492.8938177002,2017
"""Wood Products""",9,1452807.8942836002,2017
"""Paper Goods""",10,3993189.5384911005,2017
"""Textiles""",11,20997331.225309595,2017
"""Footwear and Headwear""",12,1175331.0642945,2017
"""Stone And Glass""",13,948717.1612017001,2017
"""Precious Metals""",14,19162100.742996,2017
"""Metals""",15,25441913.029721595,2017
"""Machines""",16,86938084.4905046,2017
"""Transportation""",17,53350822.484058596,2017
"""Instruments""",18,15437648.337943304,2017
"""Weapons""",19,5273.0,2017
"""Miscellaneous""",20,3363464.6214928,2017
"""Arts and Antiques""",21,57118.99999999999,2017
"""Animal Products""",1,7012176.150257753,2018
"""Vegetable Products""",2,3404725.949549064,2018
"""Animal and Vegetable Bi-Products""",3,281377.61469976784,2018
"""Foodstuffs""",4,2941013.016027754,2018
"""Mineral Products""",5,5696662061.5726185,2018
"""Chemical Products""",6,268785549.5471552,2018
"""Plastics and Rubbers""",7,5857719.8459263295,2018
"""Animal Hides""",8,507367.68459953135,2018
"""Wood Products""",9,1406526.179226087,2018
"""Paper Goods""",10,4724416.345299774,2018
"""Textiles""",11,17144708.783150442,2018
"""Footwear and Headwear""",12,739703.9631538673,2018
"""Stone And Glass""",13,2251359.040754209,2018
"""Precious Metals""",14,28180880.989952177,2018
"""Metals""",15,71574520.5412441,2018
"""Machines""",16,105113852.9227292,2018
"""Transportation""",17,45433668.93313564,2018
"""Instruments""",18,21048351.174784403,2018
"""Miscellaneous""",20,3846429.9687873954,2018
"""Arts and Antiques""",21,169319.6419518118,2018
