Section,Section ID,Trade Value,Year
"""Animal Hides""",8,1802727.0,2017
"""Wood Products""",9,1805014.0,2017
"""Paper Goods""",10,32539688.0,2017
"""Textiles""",11,53526906.0,2017
"""Footwear and Headwear""",12,3539419.0,2017
"""Stone And Glass""",13,26888246.0,2017
"""Precious Metals""",14,21607746.0,2017
"""Metals""",15,341799018.0,2017
"""Machines""",16,928509302.0,2017
"""Transportation""",17,245455847.0,2017
"""Instruments""",18,37570547.0,2017
"""Weapons""",19,475164.0,2017
"""Miscellaneous""",20,33406503.0,2017
"""Arts and Antiques""",21,10414.0,2017
"""Animal Products""",1,327047788.0,2018
"""Vegetable Products""",2,75537782.0,2018
"""Animal and Vegetable Bi-Products""",3,11952208.0,2018
"""Foodstuffs""",4,526188256.0,2018
"""Mineral Products""",5,1003891287.0,2018
"""Chemical Products""",6,489649268.0,2018
"""Plastics and Rubbers""",7,290048458.0,2018
"""Animal Hides""",8,4657949.0,2018
"""Wood Products""",9,9407747.0,2018
"""Paper Goods""",10,118751118.0,2018
"""Textiles""",11,158069211.0,2018
"""Footwear and Headwear""",12,11232245.0,2018
"""Stone And Glass""",13,131784113.0,2018
"""Precious Metals""",14,86803883.0,2018
"""Metals""",15,594731549.0,2018
"""Machines""",16,1510876284.0,2018
"""Transportation""",17,646197481.0,2018
"""Instruments""",18,109542580.0,2018
"""Weapons""",19,74330.0,2018
"""Miscellaneous""",20,59080846.0,2018
"""Arts and Antiques""",21,121784.00000000001,2018
