Section,Section ID,Trade Value,Year
"""Plastics and Rubbers""",7,197586736.36011893,2017
"""Animal Hides""",8,3377456.5785303,2017
"""Wood Products""",9,235001099.52853042,2017
"""Paper Goods""",10,459159.5007897,2017
"""Textiles""",11,235870688.8576828,2017
"""Footwear and Headwear""",12,47010692.0,2017
"""Stone And Glass""",13,12507.467839599998,2017
"""Precious Metals""",14,168187470.0,2017
"""Metals""",15,96149184.61685722,2017
"""Machines""",16,130256738.65483,2017
"""Transportation""",17,921186.0,2017
"""Instruments""",18,6513199.0,2017
"""Miscellaneous""",20,19581727.071666498,2017
"""Arts and Antiques""",21,235619.0,2017
"""Animal Products""",1,1253083.0434390844,2018
"""Vegetable Products""",2,340158115.91835284,2018
"""Animal and Vegetable Bi-Products""",3,528336.7454360126,2018
"""Foodstuffs""",4,87170673.79485793,2018
"""Mineral Products""",5,2126871590.9293022,2018
"""Chemical Products""",6,166934632.96717864,2018
"""Plastics and Rubbers""",7,192143441.78701758,2018
"""Animal Hides""",8,2823895.192241843,2018
"""Wood Products""",9,263558736.12407625,2018
"""Paper Goods""",10,126853560.5029514,2018
"""Textiles""",11,282582131.9730873,2018
"""Footwear and Headwear""",12,74872449.0,2018
"""Stone And Glass""",13,865947.1985560338,2018
"""Precious Metals""",14,51656381.0,2018
"""Metals""",15,536581313.64721364,2018
"""Machines""",16,757863332.0004824,2018
"""Transportation""",17,13905409.729996044,2018
"""Instruments""",18,27780330.761403553,2018
"""Miscellaneous""",20,42574276.2231077,2018
"""Arts and Antiques""",21,18430.0,2018
