Section,Section ID,Trade Value,Year
"""Precious Metals""",14,342896640.65711814,2016
"""Metals""",15,18546698052.875965,2016
"""Machines""",16,47602404057.826866,2016
"""Transportation""",17,7997866569.780607,2016
"""Instruments""",18,5009273976.010505,2016
"""Weapons""",19,5375164.0,2016
"""Miscellaneous""",20,1717682769.2192187,2016
"""Arts and Antiques""",21,1348354.627958,2016
"""Animal Products""",1,10427424836.0,2017
"""Vegetable Products""",2,9801261792.0,2017
"""Animal and Vegetable Bi-Products""",3,727588047.0,2017
"""Foodstuffs""",4,6745276344.0,2017
"""Mineral Products""",5,9840829140.0,2017
"""Chemical Products""",6,11822310280.0,2017
"""Plastics and Rubbers""",7,10420303823.0,2017
"""Animal Hides""",8,1991194237.0,2017
"""Wood Products""",9,1016644576.0,2017
"""Paper Goods""",10,2598339851.0,2017
"""Textiles""",11,21541243986.0,2017
"""Footwear and Headwear""",12,1664156775.0,2017
"""Stone And Glass""",13,2941304250.0,2017
"""Precious Metals""",14,479617106.0,2017
"""Metals""",15,18335742092.0,2017
"""Machines""",16,76097342825.0,2017
"""Transportation""",17,7071265944.0,2017
"""Instruments""",18,8805995690.0,2017
"""Weapons""",19,18918230.0,2017
"""Miscellaneous""",20,2503615087.0,2017
"""Arts and Antiques""",21,1968601.0,2017
"""Animal Products""",1,9524555337.0,2018
"""Vegetable Products""",2,12388836936.0,2018
"""Animal and Vegetable Bi-Products""",3,730464381.0,2018
"""Foodstuffs""",4,9480409537.0,2018
"""Mineral Products""",5,12823314200.0,2018
"""Chemical Products""",6,15769281326.0,2018
"""Plastics and Rubbers""",7,15814214011.0,2018
"""Animal Hides""",8,2477447892.0,2018
"""Wood Products""",9,1423098054.0,2018
"""Paper Goods""",10,3506623022.0,2018
"""Textiles""",11,27984469223.0,2018
"""Footwear and Headwear""",12,1811711711.0,2018
"""Stone And Glass""",13,3241542795.0,2018
"""Precious Metals""",14,547637002.0,2018
"""Metals""",15,22861964196.0,2018
"""Machines""",16,85265108718.0,2018
"""Transportation""",17,8832041522.0,2018
"""Instruments""",18,9682133278.0,2018
"""Weapons""",19,9377822.0,2018
"""Miscellaneous""",20,3184031202.0,2018
"""Arts and Antiques""",21,1970522.0,2018
